produced_in_US,runtime_ratio,director,supporting_actor_1,runtime,supporting_actor_2,season,revenue,num_production_companies,top_100_actor_count,writer_rank,num_production_countries,actors,decade,budget,actor_rank,has_top_25_writer,release_month,lead_actor,writer,has_top_25_director,in_english,release_year,has_top_25_company,director_rank,title,company_rank,genre_rank,genres
1,0.05952976488244122,Jay Roach,Hank Azaria,119.0,Mary McCormack,Autumn,8888143,1,0,1108,2,"['Russell Crowe', 'Hank Azaria', 'Mary McCormack', 'Burt Reynolds', 'Colm Meaney']",1990s,28000000,569.4,0,October,Russell Crowe,David E. Kelley,0,1,1999,0,139,"Mystery, Alaska",190.0,2.5,"['Drama', 'Comedy']"
1,0.043478260869565216,James Wong,Jason Statham,87.0,Carla Gugino,Autumn,72700000,4,0,382,1,"['Jet Li', 'Jason Statham', 'Carla Gugino', 'Delroy Lindo', 'James Morrison']",2000s,49000000,408.0,0,November,Jet Li,Glenn Morgan,0,1,2001,0,281,The One,198.5,3.0,"['Action', 'Science Fiction', 'Thriller']"
1,0.04428787116255662,Danny DeVito,Billy Crystal,88.0,Kim Greist,Winter,57915972,1,0,557,1,"['Danny DeVito', 'Billy Crystal', 'Kim Greist', 'Anne Ramsey', 'Kate Mulgrew']",1980s,14000000,651.8,0,December,Danny DeVito,Stu Silver,0,1,1987,0,439,Throw Momma from the Train,221.0,6.0,"['Crime', 'Comedy']"
1,0.06337325349301397,Mel Gibson,Maia Morgenstern,127.0,Monica Bellucci,Winter,611899420,2,1,20,1,"['Jim Caviezel', 'Maia Morgenstern', 'Monica Bellucci', 'Rosalinda Celentano', 'Sergio Rubini']",2000s,30000000,742.8,0,February,Jim Caviezel,Mel Gibson,0,1,2004,0,35,The Passion of the Christ,182.5,2.0,['Drama']
1,0.05373134328358209,Darren Aronofsky,Mila Kunis,108.0,Vincent Cassel,Winter,327803731,4,0,69,1,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder']",2010s,13000000,431.2,0,December,Natalie Portman,Mark Heyman,0,1,2010,0,165,Black Swan,98.75,3.0,"['Drama', 'Thriller']"
1,0.04563492063492063,Steve Carr,Lauren Graham,92.0,Rob Riggle,Autumn,19985196,3,0,876,1,"['Griffin Gluck', 'Lauren Graham', 'Rob Riggle', 'Thomas Barbusca', 'Andrew Daly']",2010s,8500000,587.0,0,October,Griffin Gluck,Hubbel Palmer,0,1,2016,0,217,Middle School: The Worst Years of My Life,195.33333333333334,4.5,"['Family', 'Comedy']"
0,0.04656985478217326,Bob Spiers,Melanie Brown,93.0,Emma Bunton,Winter,100000000,1,0,365,1,"['Victoria Beckham', 'Melanie Brown', 'Emma Bunton', 'Melanie Chisholm', 'Geri Halliwell']",1990s,25000000,835.0,0,December,Victoria Beckham,Kim Fuller,0,1,1997,0,269,Spice World,139.0,5.6,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']"
1,0.05090725806451613,Nick Castle,Catherine Mary Stewart,101.0,Suzanne Snyder,Summer,28733290,2,0,770,1,"['Lance Guest', 'Catherine Mary Stewart', 'Suzanne Snyder', 'Barbara Bosson', ""John O'Leary""]",1980s,15000000,835.0,0,July,Lance Guest,Jonathan R. Betuel,0,1,1984,0,366,The Last Starfighter,181.0,2.0,"['Adventure', 'Science Fiction', 'Action']"
1,0.05156172533465543,Jordan Peele,Allison Williams,104.0,Bradley Whitford,Winter,252434250,3,0,248,1,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener', 'Caleb Landry Jones']",2010s,5000000,729.4,0,February,Daniel Kaluuya,Jordan Peele,0,1,2017,0,70,Get Out,215.66666666666666,9.0,"['Mystery', 'Thriller', 'Horror']"
1,0.05236907730673317,Andrzej Bartkowiak,Karl Urban,105.0,Rosamund Pike,Autumn,55987321,7,0,674,4,"['Dwayne Johnson', 'Karl Urban', 'Rosamund Pike', 'Ben Daniels', 'Deobia Oparei']",2000s,60000000,425.4,0,October,Dwayne Johnson,Wesley Strick,0,1,2005,1,374,Doom,166.14285714285714,4.0,"['Adventure', 'Action', 'Horror']"
1,0.040694789081885854,Levan Gabriadze,Moses Jacob Storm,82.0,Renee Olstead,Spring,62882090,2,0,535,1,"['Shelley Hennig', 'Moses Jacob Storm', 'Renee Olstead', 'William Peltz', 'Jacob Wysocki']",2010s,1000000,835.0,0,April,Shelley Hennig,Nelson Greaves,0,1,2015,0,419,Unfriended,177.0,7.5,"['Horror', 'Thriller']"
0,0.05630293971101146,Cristian Mungiu,Laura Vasiliu,113.0,Vlad Ivanov,Summer,1185783,7,0,1407,2,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu']",2000s,852510,835.0,0,August,Anamaria Marinca,Cristian Mungiu,0,0,2007,0,1166,"4 Months, 3 Weeks and 2 Days",261.0,2.0,['Drama']
1,0.0511166253101737,Rick Famuyiwa,Kiersey Clemons,103.0,Tony Revolori,Summer,17986781,2,0,913,1,"['Shameik Moore', 'Kiersey Clemons', 'Tony Revolori', 'Zoë Kravitz', 'Chanel Iman']",2010s,700000,835.0,0,June,Shameik Moore,Rick Famuyiwa,0,1,2015,0,740,Dope,261.0,4.666666666666667,"['Crime', 'Drama', 'Comedy']"
1,0.08548707753479125,Tom Tykwer,Halle Berry,172.0,Jim Broadbent,Autumn,130482868,8,1,272,4,"['Tom Hanks', 'Halle Berry', 'Jim Broadbent', 'Hugo Weaving', 'Jim Sturgess']",2010s,102000000,252.2,0,October,Tom Hanks,Tom Tykwer,0,1,2012,0,205,Cloud Atlas,261.0,3.5,"['Drama', 'Science Fiction']"
1,0.053,Antony Hoffman,Carrie-Anne Moss,106.0,Benjamin Bratt,Autumn,33463969,5,0,727,2,"['Val Kilmer', 'Carrie-Anne Moss', 'Benjamin Bratt', 'Tom Sizemore', 'Simon Baker']",2000s,80000000,635.4,0,November,Val Kilmer,Jonathan Lemkin,0,1,2000,0,586,Red Planet,167.4,3.0,"['Thriller', 'Action', 'Science Fiction']"
1,0.04695304695304695,Rick Rosenthal,Brad Loree,94.0,Busta Rhymes,Summer,37664855,1,0,689,1,"['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes', 'Bianca Kajlich', 'Katee Sackhoff']",2000s,13000000,835.0,0,July,Jamie Lee Curtis,Larry Brand,0,1,2002,0,555,Halloween: Resurrection,145.0,7.5,"['Horror', 'Thriller']"
1,0.04924623115577889,Robert Resnikoff,Tracy Griffith,98.0,Jeff Kober,Spring,22424195,3,0,840,1,"['Lou Diamond Phillips', 'Tracy Griffith', 'Jeff Kober', 'Mykelti Williamson', 'Dennis Lipscomb']",1990s,10000000,794.8,0,April,Lou Diamond Phillips,Robert Resnikoff,0,1,1990,0,673,The First Power,187.33333333333334,8.0,"['Crime', 'Thriller', 'Horror']"
1,0.04975124378109453,Scott Stewart,Dennis Quaid,100.0,Kevin Durand,Winter,67918658,1,0,507,1,"['Paul Bettany', 'Dennis Quaid', 'Kevin Durand', 'Kate Walsh', 'Doug Jones']",2010s,26000000,501.4,0,January,Paul Bettany,Peter Schink,0,1,2010,0,365,Legion,261.0,11.0,['Horror']
1,0.05561072492552135,Phil Lord,Channing Tatum,112.0,Dave Franco,Summer,188441614,8,0,161,1,"['Jonah Hill', 'Channing Tatum', 'Dave Franco', 'Ice Cube', 'Nick Offerman']",2010s,50000000,352.2,0,June,Jonah Hill,Michael Bacall,0,1,2014,0,125,22 Jump Street,150.125,4.0,"['Crime', 'Comedy', 'Action']"
1,0.055196419691695676,Ron Howard,Vince Vaughn,111.0,Winona Ryder,Winter,67112664,4,0,400,1,"['Kevin James', 'Vince Vaughn', 'Winona Ryder', 'Jennifer Connelly', 'Queen Latifah']",2010s,70000000,337.0,0,January,Kevin James,Allan Loeb,0,1,2011,0,111,The Dilemma,145.0,2.5,"['Comedy', 'Drama']"
1,0.04975124378109453,Robert Luketic,Ashton Kutcher,100.0,Tom Selleck,Summer,98159963,3,0,284,1,"['Katherine Heigl', 'Ashton Kutcher', 'Tom Selleck', ""Catherine O'Hara"", 'Alex Borstein']",2010s,75000000,686.4,0,June,Katherine Heigl,Ted Griffin,0,1,2010,0,273,Killers,228.0,3.75,"['Action', 'Comedy', 'Thriller', 'Romance']"
1,0.04780876494023904,Jennifer Flackett,Jodie Foster,96.0,Gerard Butler,Spring,100076342,1,0,363,1,"['Abigail Breslin', 'Jodie Foster', 'Gerard Butler', 'Michael Carman', 'Mark Brady']",2000s,37000000,612.2,0,April,Abigail Breslin,Paula Mazur,0,1,2008,0,268,Nim's Island,43.0,4.25,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
1,0.06459689534301452,Paul Verhoeven,Dina Meyer,129.0,Denise Richards,Autumn,121214377,3,0,295,1,"['Casper Van Dien', 'Dina Meyer', 'Denise Richards', 'Jake Busey', 'Neil Patrick Harris']",1990s,105000000,641.0,0,November,Casper Van Dien,Robert A. Heinlein,1,1,1997,0,75,Starship Troopers,182.0,2.5,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1,0.06613625062158131,Brad Bird,Jeremy Renner,133.0,Simon Pegg,Winter,694713380,6,1,36,3,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton', 'Anil Kapoor']",2010s,145000000,380.0,0,December,Tom Cruise,Josh Appelbaum,1,1,2011,1,19,Mission: Impossible - Ghost Protocol,149.66666666666666,1.6666666666666667,"['Action', 'Thriller', 'Adventure']"
1,0.051192842942345926,McG,Chris Pine,103.0,Tom Hardy,Winter,156974557,3,0,80,1,"['Reese Witherspoon', 'Chris Pine', 'Tom Hardy', 'Laura Vandervoort', 'Angela Bassett']",2010s,65000000,558.6,0,February,Reese Witherspoon,Simon Kinberg,0,1,2012,0,155,This Means War,171.0,3.6666666666666665,"['Action', 'Comedy', 'Romance']"
1,0.05741869918699187,Edward Dmytryk,Brigitte Bardot,113.0,Jack Hawkins,Autumn,2620000,3,0,1318,2,"['Sean Connery', 'Brigitte Bardot', 'Jack Hawkins', 'Stephen Boyd', 'Peter van Eyck']",1960s,1455000,738.6,0,November,Sean Connery,James Griffith,0,1,1968,0,839,Shalako,261.0,16.0,['Western']
1,0.04830677290836653,Robert C. Cooper,Amanda Tapping,97.0,Christopher Judge,Spring,8900000,2,0,1107,2,"['Ben Browder', 'Amanda Tapping', 'Christopher Judge', 'Michael Shanks', 'Beau Bridges']",2000s,7000000,835.0,0,March,Ben Browder,Robert C. Cooper,0,1,2008,0,914,Stargate: The Ark of Truth,203.5,3.0,"['Adventure', 'Science Fiction']"
1,0.06443298969072164,Charlie Chaplin,Jack Oakie,125.0,Reginald Gardiner,Autumn,11000000,2,0,1148,1,"['Charlie Chaplin', 'Jack Oakie', 'Reginald Gardiner', 'Henry Daniell', 'Billy Gilbert']",1940s,2000000,835.0,0,October,Charlie Chaplin,Charlie Chaplin,0,1,1940,0,945,The Great Dictator,218.5,3.0,['Comedy']
1,0.05435329642677403,Luis Valdez,Danielle von Zerneck,108.0,Elizabeth Peña,Summer,54215416,2,0,580,1,"['Lou Diamond Phillips', 'Danielle von Zerneck', 'Elizabeth Peña', 'Rosanna DeSoto', 'Esai Morales']",1980s,6500000,835.0,0,July,Lou Diamond Phillips,Luis Valdez,0,1,1987,0,457,La Bamba,200.0,8.5,"['Drama', 'Music']"
1,0.05616302186878728,Juan Antonio Bayona,Ewan McGregor,113.0,Tom Holland,Autumn,180274123,9,0,174,2,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland', 'Samuel Joslin', 'Oaklee Pendergast']",2010s,42000000,605.4,0,September,Naomi Watts,Sergio G. Sánchez,0,1,2012,0,130,The Impossible,234.55555555555554,3.0,"['Thriller', 'Drama']"
1,0.04702351175587794,Andrew Fleming,Michelle Williams,94.0,Will Ferrell,Summer,27500000,1,0,778,3,"['Kirsten Dunst', 'Michelle Williams', 'Will Ferrell', 'Dan Hedaya', 'Bruce McCulloch']",1990s,13000000,667.8,0,August,Kirsten Dunst,Sheryl Longin,0,1,1999,0,694,Dick,97.0,3.0,['Comedy']
1,0.054408060453400506,Michael Schultz,Julius Carry,108.0,Vanity,Spring,25754284,3,0,795,1,"['Taimak', 'Julius Carry', 'Vanity', 'Christopher Murney', 'Faith Prince']",1980s,10000000,835.0,0,March,Taimak,Louis Venosta,0,1,1985,0,768,The Last Dragon,217.66666666666666,1.3333333333333333,"['Action', 'Adventure', 'Comedy']"
1,0.06673407482305359,Ralph Bakshi,William Squire,132.0,Michael Scholes,Autumn,30471420,2,0,19,1,"['Christopher Guard', 'William Squire', 'Michael Scholes', 'John Hurt', 'Simon Chandler']",1970s,4000000,736.2,1,November,Christopher Guard,J.R.R. Tolkien,0,1,1978,0,784,The Lord of the Rings,218.5,5.0,"['Fantasy', 'Drama', 'Animation', 'Adventure']"
1,0.04816285998013903,Ben Falcone,Susan Sarandon,97.0,Kathy Bates,Summer,100525432,2,0,359,1,"['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates', 'Allison Janney', 'Dan Aykroyd']",2010s,20000000,442.6,0,July,Melissa McCarthy,Melissa McCarthy,0,1,2014,0,262,Tammy,164.0,3.0,['Comedy']
1,0.04665012406947891,Andy Fickman,Raini Rodriguez,94.0,Eduardo Verástegui,Spring,107597242,6,0,221,1,"['Kevin James', 'Raini Rodriguez', 'Eduardo Verástegui', 'Daniella Alonso', 'Neal McDonough']",2010s,38000000,701.2,0,April,Kevin James,Kevin James,0,1,2015,0,253,Paul Blart: Mall Cop 2,113.5,3.0,"['Action', 'Comedy', 'Family']"
1,0.061,Mimi Leder,Helen Hunt,122.0,Haley Joel Osment,Autumn,55707411,2,0,571,1,"['Kevin Spacey', 'Helen Hunt', 'Haley Joel Osment', 'Jay Mohr', 'Jim Caviezel']",2000s,40000000,643.0,0,October,Kevin Spacey,Catherine Ryan Hyde,0,1,2000,0,450,Pay It Forward,151.5,5.0,"['Drama', 'Romance']"
1,0.06911984087518648,Terrence Malick,Sean Penn,139.0,Jessica Chastain,Spring,54674226,3,0,647,1,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain', 'Hunter McCracken', 'Finnegan Williams']",2010s,32000000,617.0,0,May,Brad Pitt,Terrence Malick,0,1,2011,0,519,The Tree of Life,207.66666666666666,4.5,"['Drama', 'Fantasy']"
1,0.049,Jonathan Lynn,Matthew Perry,98.0,Rosanna Arquette,Winter,106371651,6,0,515,2,"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette', 'Michael Clarke Duncan', 'Kevin Pollak']",2000s,41300000,616.6,0,February,Bruce Willis,Mitchell Kapner,0,1,2000,0,452,The Whole Nine Yards,214.0,6.0,"['Comedy', 'Crime']"
1,0.04017857142857143,David F. Sandberg,Maria Bello,81.0,Gabriel Bateman,Summer,148868835,3,0,232,1,"['Teresa Palmer', 'Maria Bello', 'Gabriel Bateman', 'Alexander DiPersia', 'Alicia Vela-Bailey']",2010s,4900000,809.6,0,July,Teresa Palmer,David F. Sandberg,0,1,2016,0,167,Lights Out,261.0,7.5,"['Horror', 'Thriller']"
1,0.0406015037593985,Mike Gabriel,Mel Gibson,81.0,David Ogden Stiers,Summer,346079773,2,0,186,1,"['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Russell Means']",1990s,55000000,721.8,0,June,Irene Bedard,Susannah Grant,0,1,1995,1,45,Pocahontas,19.0,4.75,"['Adventure', 'Animation', 'Drama', 'Family']"
1,0.06733167082294264,Terrence Malick,Q'orianka Kilcher,135.0,Christopher Plummer,Winter,30536013,5,0,647,1,"['Colin Farrell', ""Q'orianka Kilcher"", 'Christopher Plummer', 'Christian Bale', 'August Schellenberg']",2000s,30000000,612.6,0,December,Colin Farrell,Terrence Malick,0,1,2005,0,519,The New World,222.2,8.0,"['Drama', 'History', 'Romance']"
0,0.05114200595829196,David Michôd,Robert Pattinson,103.0,Scoot McNairy,Spring,2295423,8,0,749,1,"['Guy Pearce', 'Robert Pattinson', 'Scoot McNairy', 'Nash Edgerton', 'Anthony Hayes']",2010s,12250000,703.2,0,May,Guy Pearce,Joel Edgerton,0,1,2014,0,1137,The Rover,257.125,5.5,"['Crime', 'Drama']"
1,0.06977911646586345,Roman Polanski,Kristin Scott Thomas,139.0,Emmanuelle Seigner,Autumn,1862805,6,0,919,3,"['Hugh Grant', 'Kristin Scott Thomas', 'Emmanuelle Seigner', 'Peter Coyote', 'Victor Banerjee']",1990s,5000000,634.8,0,September,Hugh Grant,Roman Polanski,0,1,1992,0,745,Bitter Moon,227.0,4.666666666666667,"['Thriller', 'Drama', 'Romance']"
1,0.069617105917454,Gavin O'Connor,Jennifer Morrison,140.0,Nick Nolte,Autumn,23057115,4,0,829,1,"['Tom Hardy', 'Jennifer Morrison', 'Nick Nolte', 'Joel Edgerton', 'Frank Grillo']",2010s,25000000,426.4,0,September,Tom Hardy,Gavin O'Connor,0,1,2011,0,635,Warrior,236.25,1.0,"['Action', 'Drama']"
1,0.047642928786359076,Allan A. Goldstein,Lesley-Anne Down,95.0,Michael Parks,Winter,1702394,2,0,1373,2,"['Charles Bronson', 'Lesley-Anne Down', 'Michael Parks', 'Chuck Shamata', 'Robert Joy']",1990s,5000000,835.0,0,January,Charles Bronson,Michael Colleary,0,1,1994,0,1134,Death Wish 5: The Face of Death,261.0,3.75,"['Action', 'Crime', 'Drama', 'Thriller']"
1,0.05864354920958695,Billy Wilder,Liselotte Pulver,115.0,Horst Buchholz,Winter,4000000,1,0,1132,1,"['James Cagney', 'Liselotte Pulver', 'Horst Buchholz', 'Pamela Tiffin', 'Howard St. John']",1960s,3000000,835.0,0,December,James Cagney,Billy Wilder,0,1,1961,0,953,"One, Two, Three",249.0,4.5,"['Comedy', 'Family']"
1,0.05178481649069885,Mary Lambert,Fred Gwynne,103.0,Denise Crosby,Spring,57469467,1,0,705,1,"['Dale Midkiff', 'Fred Gwynne', 'Denise Crosby', 'Brad Greenquist', 'Michael Lombard']",1980s,11500000,835.0,0,April,Dale Midkiff,Stephen King,0,1,1989,0,557,Pet Sematary,83.0,6.5,"['Drama', 'Horror']"
1,0.050200803212851405,Mary Lambert,Anthony Edwards,100.0,Clancy Brown,Summer,17092453,2,0,705,1,"['Edward Furlong', 'Anthony Edwards', 'Clancy Brown', 'Jared Rushton', 'Sarah Trigger']",1990s,8000000,801.2,0,August,Edward Furlong,Stephen King,0,1,1992,0,557,Pet Sematary II,172.0,11.0,['Horror']
0,0.07447864945382324,Gareth Evans,Arifin Putra,150.0,Oka Antara,Spring,2627209,2,0,1317,1,"['Iko Uwais', 'Arifin Putra', 'Oka Antara', 'Tio Pakusadewo', 'Alex Abbad']",2010s,4500000,835.0,0,March,Iko Uwais,Gareth Evans,0,0,2014,0,1092,The Raid 2,261.0,4.333333333333333,"['Action', 'Crime', 'Thriller']"
1,0.05655655655655656,Vincent Ward,Cuba Gooding Jr.,113.0,Annabella Sciorra,Autumn,71485043,1,0,431,2,"['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra', 'Max von Sydow', 'Jessica Brooks Grant']",1990s,85000000,542.6,0,October,Robin Williams,Ronald Bass,0,1,1998,0,371,What Dreams May Come,132.0,5.666666666666667,"['Drama', 'Fantasy', 'Romance']"
1,0.05323383084577114,John Luessenhop,Hayden Christensen,107.0,Matt Dillon,Summer,69055695,1,0,496,1,"['Chris Brown', 'Hayden Christensen', 'Matt Dillon', 'Michael Ealy', 'Idris Elba']",2010s,32000000,523.4,0,August,Chris Brown,Gabriel Casseus,0,1,2010,0,386,Takers,261.0,3.75,"['Action', 'Crime', 'Drama', 'Thriller']"
1,0.05669844455594581,Joel Schumacher,Robert Duvall,113.0,Barbara Hershey,Winter,40903593,4,0,663,1,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin', 'Frederic Forrest']",1990s,25000000,606.4,0,February,Michael Douglas,Ebbe Roe Smith,0,1,1993,0,283,Falling Down,165.75,5.0,"['Crime', 'Drama', 'Thriller']"
1,0.060756972111553786,Alex Kendrick,Erin Bethea,122.0,Ken Bevel,Autumn,33456317,5,0,721,1,"['Kirk Cameron', 'Erin Bethea', 'Ken Bevel', 'Stephen Dervan', 'Eric Young']",2000s,500000,835.0,0,September,Kirk Cameron,Alex Kendrick,0,1,2008,0,582,Fireproof,254.4,2.0,['Drama']
1,0.04918032786885246,Douglas Aarniokoski,Katrina Bowden,99.0,Kathleen Turner,Autumn,10000000,2,0,632,1,"['Paz de la Huerta', 'Katrina Bowden', 'Kathleen Turner', 'Judd Nelson', 'Boris Kodjoe']",2010s,10000000,835.0,0,September,Paz de la Huerta,David Loughery,0,1,2013,0,891,Nurse 3-D,261.0,7.5,"['Horror', 'Thriller']"
1,0.05239294710327456,Susan Seidelman,Rosanna Arquette,104.0,Aidan Quinn,Spring,27400000,1,0,780,1,"['Madonna', 'Rosanna Arquette', 'Aidan Quinn', 'Mark Blum', 'Robert Joy']",1980s,5000000,835.0,0,March,Madonna,Leora Barish,0,1,1985,0,631,Desperately Seeking Susan,221.0,3.0,['Comedy']
1,0.052525252525252523,Jimmy T. Murakami,Robert Vaughn,104.0,John Saxon,Autumn,11000000,1,0,1019,1,"['Richard Thomas', 'Robert Vaughn', 'John Saxon', 'George Peppard', 'Darlanne Fluegel']",1980s,2000000,835.0,0,September,Richard Thomas,John Sayles,0,1,1980,0,866,Battle Beyond the Stars,261.0,5.0,['Science Fiction']
0,0.06101190476190476,Alberto Rodríguez,Marta Etura ,123.0,Eduard Fernández,Autumn,2387127,4,0,1334,1,"['José Coronado', 'Marta Etura ', 'Eduard Fernández', 'Itziar Atienza', 'Christian Stamm']",2010s,5000000,835.0,0,September,José Coronado,Alberto Rodríguez,0,0,2016,0,1105,Smoke & Mirrors,261.0,9.0,"['History', 'Thriller']"
1,0.05226480836236934,Jean-Marc Vallée,Jim Broadbent,105.0,Mark Strong,Spring,27409889,1,0,779,2,"['Emily Blunt', 'Jim Broadbent', 'Mark Strong', 'Paul Bettany', 'Miranda Richardson']",2000s,35000000,382.8,0,March,Emily Blunt,Julian Fellowes,0,1,2009,0,630,The Young Victoria,50.0,2.0,['Drama']
0,0.05653710247349823,Charles Jarrott,Christopher Plummer,112.0,Marthe Keller,Winter,6892098,0,0,1166,1,"['John Savage', 'Christopher Plummer', 'Marthe Keller', 'Arthur Hill', 'Nicholas Campbell']",1980s,10000000,794.4,0,December,John Savage,Diana Maddox,0,1,1981,0,954,The Amateur,261.0,4.333333333333333,"['Action', 'Crime', 'Thriller']"
1,0.053838484546360914,Liz Friedlander,Rob Brown,108.0,Yaya DaCosta,Spring,34742066,2,0,716,1,"['Antonio Banderas', 'Rob Brown', 'Yaya DaCosta', 'Alfre Woodard', 'John Ortiz']",2000s,30000000,656.8,0,March,Antonio Banderas,Dianne Houston,0,1,2006,0,576,Take the Lead,164.0,15.0,['Music']
1,0.04902451225612806,Michael Patrick Jann,Ellen Barkin,98.0,Denise Richards,Summer,10571408,3,0,1056,1,"['Kirsten Dunst', 'Ellen Barkin', 'Denise Richards', 'Amy Adams', 'Kirstie Alley']",1990s,10000000,641.4,0,July,Kirsten Dunst,Lona Williams,0,1,1999,0,874,Drop Dead Gorgeous,196.33333333333334,3.0,['Comedy']
0,0.04633781763826607,David Leland,Hayden Christensen,93.0,Mischa Barton,Winter,5410749,6,0,1212,4,"['Ryan Cartwright', 'Hayden Christensen', 'Mischa Barton', 'Jay Villiers', 'Simone Spinazzè']",2000s,38000000,683.0,0,December,Ryan Cartwright,David Leland,0,1,2007,0,992,Virgin Territory,210.33333333333334,3.0,"['Adventure', 'Action', 'Comedy', 'Romance']"
1,0.05779770802192327,David Dobkin,Paul Giamatti,116.0,John Michael Higgins,Autumn,97838349,4,0,299,1,"['Vince Vaughn', 'Paul Giamatti', 'John Michael Higgins', 'Miranda Richardson', 'Rachel Weisz']",2000s,100000000,423.2,0,November,Vince Vaughn,Dan Fogelman,0,1,2007,0,194,Fred Claus,194.25,1.6666666666666667,"['Action', 'Comedy', 'Drama']"
1,0.04297851074462768,Tim Hill,Zena Grey,86.0,Nora Dunn,Autumn,17292381,2,0,927,1,"['Alex D. Linz', 'Zena Grey', 'Nora Dunn', 'Larry Miller', 'Josh Peck']",2000s,12000000,602.8,0,October,Alex D. Linz,Jonathan Bernstein,0,1,2001,1,750,Max Keeble's Big Move,142.0,5.25,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']"
1,0.04595404595404595,Chuck Russell,Kelly Hu,92.0,Michael Clarke Duncan,Spring,165333180,4,0,213,3,"['Dwayne Johnson', 'Kelly Hu', 'Michael Clarke Duncan', 'Steven Brand', 'Bernard Hill']",2000s,60000000,482.4,0,April,Dwayne Johnson,Stephen Sommers,0,1,2002,0,120,The Scorpion King,193.75,2.6666666666666665,"['Action', 'Fantasy', 'Adventure']"
0,0.07302533532041729,Kamal Haasan,Pooja Kumar,147.0,Andrea Jeremiah,Winter,51000000,3,0,774,1,"['Kamal Haasan', 'Pooja Kumar', 'Andrea Jeremiah', 'Rahul Bose', 'Jaideep Ahlawat']",2010s,17000000,835.0,0,January,Kamal Haasan,Kamal Haasan,0,0,2013,0,625,Vishwaroopam,261.0,4.333333333333333,"['Action', 'Crime', 'Thriller']"
1,0.05002501250625312,Josef Rusnak,Armin Mueller-Stahl,100.0,Gretchen Mol,Spring,18564088,2,0,900,1,"['Craig Bierko', 'Armin Mueller-Stahl', 'Gretchen Mol', ""Vincent D'Onofrio"", 'Dennis Haysbert']",1990s,16000000,713.0,0,April,Craig Bierko,Daniel F. Galouye,0,1,1999,0,727,The Thirteenth Floor,179.0,7.0,"['Thriller', 'Science Fiction', 'Mystery']"
1,0.06407669021190716,John Huston,Albert Finney,127.0,Carol Burnett,Summer,57059003,2,0,765,1,"['Aileen Quinn', 'Albert Finney', 'Carol Burnett', 'Ann Reinking', 'Tim Curry']",1980s,50000000,723.8,0,June,Aileen Quinn,Carol Sobieski,0,1,1982,0,679,Annie,179.0,6.5,"['Comedy', 'Drama', 'Family', 'Music']"
1,0.04195804195804196,Roger Kumble,Christina Applegate,84.0,Thomas Jane,Spring,68696770,1,0,500,1,"['Cameron Diaz', 'Christina Applegate', 'Thomas Jane', 'Selma Blair', 'Jason Bateman']",2000s,43000000,594.2,0,April,Cameron Diaz,Nancy Pimental,0,1,2002,0,460,The Sweetest Thing,99.0,5.5,"['Romance', 'Comedy']"
1,0.05586311021640664,Herbert Ross,Helen Slater,111.0,Richard Jordan,Spring,110996879,1,0,180,1,"['Michael J. Fox', 'Helen Slater', 'Richard Jordan', 'Margaret Whitton', 'John Pankow']",1980s,12000000,715.2,0,April,Michael J. Fox,Jim Cash,0,1,1987,0,396,The Secret of My Success,101.0,3.0,['Comedy']
1,0.062003968253968256,Timur Bekmambetov,Toby Kebbell,125.0,Rodrigo Santoro,Summer,94061311,4,0,385,1,"['Jack Huston', 'Toby Kebbell', 'Rodrigo Santoro', 'Nazanin Boniadi', 'Ayelet Zurer']",2010s,100000000,612.6,0,August,Jack Huston,Lew Wallace,0,1,2016,0,451,Ben-Hur,187.75,1.0,"['Adventure', 'Drama', 'Action']"
1,0.04776269482151835,Michael Ritchie,Hal Holbrook,95.0,Julianne Phillips,Spring,35150960,2,0,621,1,"['Chevy Chase', 'Hal Holbrook', 'Julianne Phillips', 'R. Lee Ermey', 'Richard Libertini']",1980s,8045760,781.0,0,March,Chevy Chase,Gregory McDonald,0,1,1989,0,492,Fletch Lives,181.0,8.0,"['Comedy', 'Crime', 'Mystery']"
